#Patrons =30
0, 0: Margarita, 1779004013472, 1, 76, 75
0, 0: Cider, 1779004013630, 0, 27, 25
1, 1: White Wine, 1779004013796, 0, 26, 25
2, 2: Red Wine, 1779004013819, 9, 35, 25
1, 1: Vodka shot, 1779004013973, 0, 21, 20
2, 2: Martini, 1779004014006, 0, 60, 60
2, 2: Vodka shot, 1779004014177, 0, 23, 20
2, 2: Draft Beer, 1779004014204, 2, 53, 50
3, 3: Margarita, 1779004014270, 0, 76, 75
4, 4: Beer, 1779004014307, 45, 71, 25
2, 2: Gin and Tonic, 1779004014357, 28, 69, 40
3, 3: B52, 1779004014427, 5, 205, 200
4, 4: Cider, 1779004014481, 157, 183, 25
2, 2: Margarita, 1779004014537, 133, 209, 75
5, 5: Beer, 1779004014567, 187, 213, 25
6, 6: White Wine, 1779004014585, 201, 227, 25
7, 7: B52, 1779004014587, 231, 431, 200
8, 8: Margarita, 1779004014606, 418, 494, 75
3, 3: Cosmopolitan, 1779004014643, 464, 530, 65
4, 4: Pina Colada, 1779004014765, 414, 515, 100
9, 9: Red Wine, 1779004014834, 453, 478, 25
10, 10: Bloody Mary, 1779004014835, 483, 553, 70
5, 5: Gin and Tonic, 1779004014881, 513, 554, 40
6, 6: Margarita, 1779004014963, 479, 554, 75
11, 11: B52, 1779004015065, 458, 659, 200
12, 12: Vodka shot, 1779004015085, 645, 666, 20
8, 8: Tequila shot, 1779004015181, 577, 598, 20
3, 3: Beer, 1779004015225, 560, 586, 25
13, 13: Tequila shot, 1779004015253, 564, 585, 20
14, 14: Red Wine, 1779004015394, 452, 479, 25
4, 4: Cosmopolitan, 1779004015400, 479, 545, 65
9, 9: Martini, 1779004015463, 489, 550, 60
15, 15: Tequila shot, 1779004015488, 531, 553, 20
10, 10: Vodka shot, 1779004015539, 508, 530, 20
5, 5: Margarita, 1779004015545, 532, 608, 75
6, 6: Martini, 1779004015598, 562, 623, 60
16, 16: White Wine, 1779004015637, 591, 617, 25
11, 11: Pina Colada, 1779004015735, 526, 627, 100
12, 12: Margarita, 1779004015755, 613, 689, 75
8, 8: Cosmopolitan, 1779004015784, 666, 732, 65
17, 17: Red Wine, 1779004015794, 728, 755, 25
13, 13: Red Wine, 1779004015842, 714, 741, 25
18, 18: Draft Beer, 1779004015843, 746, 798, 50
19, 19: Red Wine, 1779004015861, 787, 814, 25
20, 20: Red Wine, 1779004015914, 768, 794, 25
21, 21: White Wine, 1779004015982, 732, 758, 25
4, 4: White Wine, 1779004015996, 751, 776, 25
14, 14: Draft Beer, 1779004016024, 754, 806, 50
15, 15: Bloody Mary, 1779004016046, 790, 861, 70
22, 22: Red Wine, 1779004016060, 853, 879, 25
10, 10: Margarita, 1779004016074, 872, 948, 75
23, 23: B52, 1779004016233, 795, 996, 200
5, 5: Beer, 1779004016234, 1001, 1027, 25
6, 6: Draft Beer, 1779004016333, 934, 985, 50
16, 16: Red Wine, 1779004016406, 919, 945, 25
11, 11: Bloody Mary, 1779004016483, 874, 944, 70
12, 12: Mojito, 1779004016525, 909, 985, 75
8, 8: Draft Beer, 1779004016567, 949, 1000, 50
17, 17: Draft Beer, 1779004016700, 873, 925, 50
13, 13: Red Wine, 1779004016734, 898, 924, 25
18, 18: Draft Beer, 1779004016742, 922, 973, 50
19, 19: Cider, 1779004016826, 896, 921, 25
20, 20: Martini, 1779004016859, 894, 965, 60
21, 21: Cider, 1779004016890, 941, 966, 25
14, 14: Gin and Tonic, 1779004016931, 931, 987, 40
22, 22: Cosmopolitan, 1779004017089, 838, 903, 65
10, 10: Draft Beer, 1779004017104, 894, 953, 50
24, 24: Margarita, 1779004017122, 941, 1017, 75
25, 25: Margarita, 1779004017344, 802, 878, 75
26, 26: Gin and Tonic, 1779004017361, 867, 914, 40
5, 5: Beer, 1779004017364, 917, 942, 25
27, 27: White Wine, 1779004017379, 933, 958, 25
12, 12: Pina Colada, 1779004017621, 722, 826, 100
28, 28: Margarita, 1779004017629, 825, 900, 75
29, 29: Red Wine, 1779004017641, 894, 920, 25
8, 8: Red Wine, 1779004017668, 900, 926, 25
17, 17: Gin and Tonic, 1779004017726, 873, 922, 40
13, 13: Cosmopolitan, 1779004017809, 846, 913, 65
19, 19: Mojito, 1779004017855, 873, 948, 75
21, 21: Pina Colada, 1779004017964, 846, 951, 100
14, 14: Cider, 1779004018042, 879, 905, 25
10, 10: Pina Colada, 1779004018167, 786, 888, 100
24, 24: Mojito, 1779004018228, 833, 908, 75
26, 26: Mojito, 1779004018400, 743, 820, 75
5, 5: Cider, 1779004018415, 811, 836, 25
27, 27: Gin and Tonic, 1779004018493, 764, 808, 40
12, 12: Cosmopolitan, 1779004018571, 736, 802, 65
28, 28: Margarita, 1779004018617, 763, 839, 75
8, 8: Cider, 1779004018757, 705, 730, 25
17, 17: Cider, 1779004018773, 721, 747, 25
13, 13: White Wine, 1779004018773, 753, 778, 25
