#Patrons =25
0, 0: Margarita, 1779008118311, 0, 76, 75
0, 0: Cider, 1779008118469, 0, 25, 25
0, 0: White Wine, 1779008118596, 0, 26, 25
1, 1: Red Wine, 1779008118637, 0, 27, 25
2, 2: Vodka shot, 1779008118660, 10, 30, 20
0, 0: Martini, 1779008118773, 0, 61, 60
1, 1: Vodka shot, 1779008118815, 25, 45, 20
1, 1: Draft Beer, 1779008118864, 2, 53, 50
0, 0: Margarita, 1779008118945, 0, 76, 75
1, 1: Beer, 1779008119017, 11, 36, 25
0, 0: Gin and Tonic, 1779008119102, 0, 41, 40
4, 4: Cider, 1779008119148, 1, 27, 25
1, 1: Margarita, 1779008119154, 27, 103, 75
0, 0: Beer, 1779008119255, 9, 35, 25
4, 4: White Wine, 1779008119276, 20, 46, 25
3, 3: B52, 1779008119111, 217, 417, 200
7, 7: Red Wine, 1779008119429, 107, 132, 25
4, 4: Gin and Tonic, 1779008119473, 95, 136, 40
5, 5: Cosmopolitan, 1779008119408, 207, 273, 65
8, 8: Bloody Mary, 1779008119448, 238, 309, 70
7, 7: Vodka shot, 1779008119712, 52, 73, 20
4, 4: Tequila shot, 1779008119720, 72, 93, 20
4, 4: Tequila shot, 1779008119817, 2, 22, 20
5, 5: Beer, 1779008119731, 115, 141, 25
4, 4: Red Wine, 1779008119843, 35, 60, 25
8, 8: Cosmopolitan, 1779008119908, 2, 68, 65
5, 5: Tequila shot, 1779008119972, 10, 31, 20
5, 5: Vodka shot, 1779008120006, 3, 23, 20
10, 10: Martini, 1779008119926, 109, 170, 60
4, 4: White Wine, 1779008120054, 48, 74, 25
5, 5: Martini, 1779008120033, 101, 163, 60
0, 0: Margarita, 1779008119391, 812, 888, 75
4, 4: Red Wine, 1779008120281, 5, 31, 25
5, 5: Red Wine, 1779008120307, 11, 37, 25
13, 13: Draft Beer, 1779008120331, 20, 71, 50
12, 12: Cosmopolitan, 1779008120236, 174, 239, 65
14, 14: Red Wine, 1779008120478, 4, 29, 25
13, 13: Red Wine, 1779008120503, 11, 37, 25
12, 12: White Wine, 1779008120528, 18, 43, 25
3, 3: Margarita, 1779008119540, 1038, 1113, 75
15, 15: White Wine, 1779008120634, 25, 51, 25
14, 14: Draft Beer, 1779008120658, 33, 83, 50
13, 13: Red Wine, 1779008120691, 56, 82, 25
3, 3: Beer, 1779008120734, 45, 71, 25
18, 18: Draft Beer, 1779008120756, 57, 107, 50
15, 15: Red Wine, 1779008120837, 32, 58, 25
16, 16: Bloody Mary, 1779008120685, 216, 287, 70
13, 13: Draft Beer, 1779008120923, 55, 106, 50
18, 18: Draft Beer, 1779008120964, 72, 124, 50
19, 19: Red Wine, 1779008121075, 19, 45, 25
16, 16: Draft Beer, 1779008121124, 2, 54, 50
13, 13: Cider, 1779008121130, 54, 80, 25
18, 18: Martini, 1779008121190, 27, 87, 60
19, 19: Cider, 1779008121270, 14, 39, 25
13, 13: Gin and Tonic, 1779008121310, 5, 46, 40
14, 14: Bloody Mary, 1779008120842, 521, 591, 70
19, 19: Draft Beer, 1779008121410, 29, 80, 50
18, 18: Cosmopolitan, 1779008121389, 107, 173, 65
8, 8: Margarita, 1779008120027, 1542, 1618, 75
18, 18: Beer, 1779008121613, 38, 64, 25
19, 19: Gin and Tonic, 1779008121591, 92, 132, 40
10, 10: Margarita, 1779008120207, 1524, 1600, 75
18, 18: White Wine, 1779008121778, 35, 61, 25
17, 17: Margarita, 1779008120704, 1141, 1216, 75
3, 3: Mojito, 1779008120905, 1023, 1099, 75
17, 17: Red Wine, 1779008122001, 10, 36, 25
13, 13: Margarita, 1779008121466, 577, 652, 75
3, 3: Red Wine, 1779008122116, 8, 33, 25
14, 14: Margarita, 1779008121584, 573, 649, 75
21, 21: Gin and Tonic, 1779008122184, 55, 95, 40
22, 22: Cosmopolitan, 1779008122200, 85, 151, 65
20, 20: Margarita, 1779008121963, 395, 470, 75
21, 21: Cider, 1779008122390, 50, 76, 25
